NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
Strada Constantin Negruzzi,Drochia Moldova,Street or Square,N/A,Ia?i,48.0435,27.79895,0
Strada Constantin Negruzzi,Cupcini Moldova,Street or Square,N/A,Ia?i,48.11106,27.38354,0
Strada Constantin Negruzzi,Dondu?eni Moldova,Street or Square,N/A,Ia?i,48.23513,27.60282,0
Stradela Constantin Negruzzi,Drochia Moldova,Street or Square,N/A,Ia?i,48.04368,27.79766,0
Strada Constantin Negruzzi,Dondu?eni Sat Moldova,Street or Square,N/A,Ia?i,48.23399,27.60102,0
Stradela Constantin Negruzzi,Lipcani Moldova,Street or Square,Index orase:,Ia?i,48.26506,26.80796,0
Strada Constantin Negruzzi,Hulboaca Moldova,Street or Square,N/A,Ia?i,47.11681,28.80105,0
Constantin Negruzzi Museum in Hermeziu;,"Ia?i, Romania",Attraction,N/A,Ia?i,46.92416526,27.76436368,0
Muzeul Memorial Cezar Petrescu,Strada Tudor Vladimirescu 105500 Bu?teni,Museum,N/A,Ia?i,45.42294,25.54768,0
Scoala Cezar Petrescu,Strada Scolii 105500 Bu?teni,Educational Facility,N/A,Ia?i,45.410106,25.529234,0
Strada Cezar Petrescu,Pitesti,Street or Square,N/A,Ia?i,44.86936,24.85516,0
Strada Cezar Petrescu,Cluj-Napoca,Street or Square,N/A,Ia?i,46.74664,23.56724,0
Strada Cezar Petrescu,105500 Bu?teni,Street or Square,Index orase:,Ia?i,45.4218,25.54553,0
Aleea Cezar Petrescu,110090 Pitesti,Street or Square,Index orase:,Ia?i,44.87024,24.85327,0
Libraria Cezar Petrescu,Roman Musat Bulevardul 611022 Roman,Library,N/A,Ia?i,46.92609,26.92897,0
Strada Cezar Petrescu,Targu Jiu,Street or Square,N/A,Ia?i,45.0405,23.25431,0
Strada Cezar Petrescu,810062 Braila,Street or Square,N/A,Ia?i,45.29625,27.97367,0
Strada Cezar Petrescu,611129 Roman,Street or Square,N/A,Ia?i,46.931,26.93554,0
Piata Cezar Petrescu,Strada Cezar Petrescu Br?ila,Food & Drink,N/A,Ia?i,45.29574,27.9713,0
Strada Cezar Petrescu,705100 H�rl?u,Street or Square,N/A,Ia?i,47.41949,26.92912,0
Strada Cezar Petrescu,307160 Dumbr?vi?a,Street or Square,N/A,Ia?i,45.80233,21.23772,0
Cezar Petrescu Museum in Cotnari;,"Ia?i, Romania",Attraction,N/A,Ia?i,45.80403738,25.47144185,0
The House Of Burger,T�rgu Jiu,Restaurant,N/A,Ia?i,45.03723,23.27877,0
Out Of Room,Strada Victoriei 210166 T�rgu Jiu,Landmark/Attraction,��,Ia?i,45.038183,23.270854,0
Oficiul Pentru Studii Pedologice ?i Agrochimice,Strada Localitate Component? Dr?goieni 210002 T�rgu Jiu,Government or Community Facility,N/A,Ia?i,45.03992,23.31892,0
Island Of Leather,T�rgu Jiu,Clothing & Accessories,N/A,Ia?i,45.02545,23.26566,0
B.Eat,Pia?a Trandafirilor 52 540053 T�rgu Mure? (T�rgu Mures),Restaurant,N/A,Ia?i,46.54514,24.56252,0
"City of Pa?cani, and towns of T�rgu Frumos and H�rl?u;","Ia?i, Romania",Attraction,"H�rl?u (also spelled H�rl?u, Romanian pronunciation:�[h?r?l?w]; Hebrew: ??????, German: Harlau, Hungarian: Harl�) is a town in Ia?i County, Moldavia, Romania. It was one of the princiary court cities of Moldavia, in the 15th century. One village, P�rcovaci, is administered by the town.",Ia?i,45.3371846,23.5393448,0
Strunga health resort.,"Ia?i, Romania",Attraction,N/A,Ia?i,0,0,0
Snagov Monastery,077165 Snagov,Sights & Museums,N/A,Ilfov,44.72937,26.17509,0
The Snagov Monastery,"Ilfov, Romania",Attraction,N/A,Ilfov,44.72937,26.17509,0
Cernica Monastery,?oseaua Cernica 077145 Pantelimon,Religious Place,N/A,Ilfov,44.44677,26.21715,0
The Cernica Monastery,"Ilfov, Romania",Attraction,N/A,Ilfov,44.44677,26.21715,0
"police near Mogo?oaia, Romania",N/A,undefined,N/A,Ilfov,44.52473,26.00433,0
Mogosoaia Palace,077135 Mogo?oaia,Sights & Museums,"Mogo?oaia Palace (in Romanian: Palatul Mogo?oaia, pronounced�[pa?latul mo?o??o?aja]) is situated about 10 kilometres from Bucharest, Romania. It was built between 1698-1702 by Constantin Br�ncoveanu in what is called the Romanian Renaissance style or Br�ncovenesc style. The palace bears the name of the widow of the Romanian boyar Mogo?, who owned the land it was built on.",Ilfov,44.527776,25.993125,0
The Mogo?oaia Palace,"Ilfov, Romania",Attraction,"Mogo?oaia Palace (in Romanian: Palatul Mogo?oaia, pronounced�[pa?latul mo?o??o?aja]) is situated about 10 kilometres from Bucharest, Romania. It was built between 1698-1702 by Constantin Br�ncoveanu in what is called the Romanian Renaissance style or Br�ncovenesc style. The palace bears the name of the widow of the Romanian boyar Mogo?, who owned the land it was built on.",Ilfov,44.526253,25.9987275,0
The C?ld?ru?ani Monastery,"Ilfov, Romania",Attraction,N/A,Ilfov,0,0,0
The Ghica family palace in Moara Vl?siei,"Ilfov, Romania",Attraction,"Moara Vl?siei is a commune in the northern part of Ilfov County, Romania. Its name means undefinedMill of Wallachia[n forest]undefined, and was called C?ciula?i until 1968, when its administrative center was moved from the village of C?ciula?i to Moara Vl?siei (a village previously named Moara S?rac?? the Poor Mill). It is composed of two villages, C?ciula?i and Moara Vl?siei.",Ilfov,0,0,0
Strada ?tirbei Vod?,070000 Buftea,Street or Square,N/A,Ilfov,44.56203,25.94068,0
Poli?ia Buftea,Strada ?tirbei Vod? 070000 Buftea,Police Station,N/A,Ilfov,44.5595,25.94639,0
Judec?toria Buftea,Strada ?tirbei Vod? 070000 Buftea,Government or Community Facility,N/A,Ilfov,44.56105,25.94244,0
Tribunalul Buftea,Strada ?tirbei Vod? 070000 Buftea,Government or Community Facility,N/A,Ilfov,44.56105,25.94244,0
The ?tirbei Palace in Buftea,"Ilfov, Romania",Attraction,N/A,Ilfov,44.5609075,25.9429875,0
The cities of Baia Mare and Sighetu Marma?iei.,"Maramure?, Romania",Attraction,N/A,Maramure?,0,0,0
"The villages on the Iza, Mara, and Vi?eu Valleys.","Maramure?, Romania",Attraction, ����,Maramure?,0,0,0
Wooden Churches of Maramures,DN18 437136 Dese?ti,Landmark/Attraction,N/A,Maramure?,47.78449,23.88833,0
Wooden Churches of Maramures,Strada Mihail Kog?lniceanu 435700 Vi?eul de Sus,Religious Place,N/A,Maramure?,47.70311,24.43948,0
The Wooden churches of Maramure?,"Maramure?, Romania",Attraction,"The Wooden churches of Maramure? in the Maramure? region of northern Transylvania are a group of almost one hundred Orthodox churches, and occasionally Greek-Catholic ones, of different architectural solutions from different periods and areas. The Maramure? churches are high timber constructions with characteristic tall, slim bell towers at the western end of the building. They are a particular vernacular expression of the cultural landscape of this mountainous area of northern Romania.",Maramure?,47.7438,24.163905,0
The Wooden churches of L?pu?,"Maramure?, Romania",Attraction,N/A,Maramure?,0,0,0
Wooden Churches of Maramures,DN18 437136 Dese?ti,Landmark/Attraction,N/A,Maramure?,47.78449,23.88833,0
Wooden Churches of Maramures,Strada Mihail Kog?lniceanu 435700 Vi?eul de Sus,Religious Place,N/A,Maramure?,47.70311,24.43948,0
The Wooden churches of Chioar,"Maramure?, Romania",Attraction,N/A,Maramure?,47.7438,24.163905,0
"Ferry near S?p�n?a, Romania",N/A,undefined,S?p�n?a is a village in the Maramure? region.,Maramure?,47.97452,23.7028,0
The Merry Cemetery of S?p�n?a,"Maramure?, Romania",Attraction,"The Merry Cemetery (Romanian: Cimitirul Vesel pronounced�[t??imi?tirul ?vesel]) is a cemetery in the village of S?p�n?a, Maramure? county, Romania. It is famous for its colourful tombstones with na�ve paintings describing, in an original and poetic manner, the people who are buried there as well as scenes from their lives. The Merry Cemetery became an open-air museum and a national tourist attraction.",Maramure?,47.97452,23.7028,0
The Rodna Mountains.,"Maramure?, Romania",Attraction,Rodna Mountains (Romanian: Mun?ii Rodnei are a subdivision of the Eastern Carpathians in Northern Romania. The name comes from the nearby Rodna Veche village.,Maramure?,0,0,0
The landscape of Cavnic.,"Maramure?, Romania",Attraction,"Cavnic (Hungarian: Kapnikb�nya; German: Kapnik) is a former mining town situated in the valley of the same name, 26�km (16�mi) east of Baia Mare, in Maramure? County, northern Romania. The town covers 47.17�km2 (18�sq�mi), at altitudes ranging from 500 to 1050 meters above sea level.",Maramure?,0,0,0
The city of Drobeta-Turnu Severin - the ruins of Trajan's first bridge over the Danube,"Mehedin?i, Romania",Attraction,"Trajan's Bridge (Romanian: Podul lui Traian; Serbian: ???????? ???? / Trajanov most) or Bridge of Apollodorus over the Danube, was a Roman segmental arch bridge, the first bridge to be built over the lower Danube and one of the greatest achievements in Roman architecture. Though it was only functional for a few decades, for more than 1,000 years it was the longest arch bridge in both total and span length.[1]",Mehedin?i,0,0,0
Prim?ria Or?ova,Bulevardul 1 Decembrie 1918 225200 Or?ova,Government or Community Facility,N/A,Mehedin?i,44.72295,22.39867,0
M�n?stirea Sf. Ana,Strada Pamfil ?eicaru 225200 Or?ova,Religious Place,N/A,Mehedin?i,44.71175,22.39731,0
Medieval City of Sibiu,Pia?a Mare 12 550163 Sibiu,Sights & Museums,N/A,Mehedin?i,45.79653,24.15249,0
Gara Or?ova,DN6 225200 Or?ova,Railway Station,N/A,Mehedin?i,44.7306,22.41599,0
Parchetul Or?ova,Strada Por?ile de Fier 225200 Or?ova,Government or Community Facility,N/A,Mehedin?i,44.71992,22.39719,0
Poli?ia Or?ova,Strada Por?ile de Fier 225200 Or?ova,Police Station,N/A,Mehedin?i,44.72687,22.39743,0
The city of Or?ova.,"Mehedin?i, Romania",Attraction,"Or?ova (Romanian pronunciation:�[?or?ova]; German: Orschowa, Hungarian: Orsova, Serbian: ??????/Or?ava, Bulgarian: ??????, Polish: Orszawa, Czech: Or?ava, Turkish: Adakale) is a port city on the Danube river in southwestern Romania's Mehedin?i County. It is one of four localities in the county located in the Banat historical region. It is situated just above the Iron Gates, on the spot where the Cerna River meets the Danube.[1][2]",Mehedin?i,44.90143667,22.69318,0
The Mehedin?i Mountains.,"Mehedin?i, Romania",Attraction,"The Mehedin?i Mountains (Romanian: Mun?ii Mehedin?i) are a mountain range in southwestern Romania, part of the Retezat-Godeanu Mountains group.",Mehedin?i,0,0,0
Dane?,Mure?,"City, Town or Village","Dane? (�n dialectul s?sesc Dunesdref, �n german? Dunesdorf, Dansdorf, �n maghiar? D�nos) este satul de re?edin?? al comunei cu acela?i nume din jude?ul Mure?, Transilvania, Rom�nia. Satul a fost atestat documentar �n anul 1343 cu numele de Danus. Numele a suferit schimb?ri �n timp, ap?r�nd �n diferite documente dup? cum urmeaz?: 1348 Danus; Vila St. Dyonisii [Denis] 1393 Dansdorf, Dansdorff 1500 Danis 1503 Donnesdorf, Donnesdorff 1504 Donnydorff 1507 Donydorff; Donysdorff; Dunesdref 1532 Dunesdorf 1671 Danos �n octombrie 1661 satul este pustiit, iar t?tarii r?pesc ??ranii de pe c�mp, astfel c? �n 1663 se mai recenzau numai 3 gospod?rii. Pentru a repopula localitatea pustiit? de r?zboaie ?i cium?, sa?ii au hot?r�t pe la 1668 s? admit? ?i stabilirea rom�nilor �n sat, �n 1668 instal�ndu-se un preot rom�n. La recens?m�ntul din 1671 se consemneaz? 7 gospodari (=cives) sa?i ?i 28 de gospodari rom�ni, un sas chiria?, cinci rom�ni chiria?i (care nu posedau gospod?rie proprie) ?i trei v?duve.",Mehedin?i,46.22164,24.70247,0
Hotel Danubius Sovata,Strada Trandafirilor Sovata,Hotel,N/A,Mehedin?i,46.602259,25.086269,0
Danubius,900001 Constan?a,Hotel,"Danubius Exim este reprezentant oficial si detinator al tuturor avizelor de distributie si service pentru case de marcat si imprimante fiscale marca Datecs incepand din anul 1996. Aceste case de marcat produse de compania bulgara Datecs folosind componente japoneze marca Citizen, s-au remarcat pe piata romaneasca datorita fiabilitatii, eficientei si calitatii ridicate, fiind astazi cea mai populara marca de case de marcat in randul comerciantilor romani.�",Mehedin?i,44.25367,28.61934,0
Danubius Health Spa Resort Sovata,Strada Vulturului 68 545500 Sovata,Hotel,N/A,Mehedin?i,46.60217,25.08824,0
Danubius,Calea 13 Septembrie 050734 Bucure?ti,Shop,"Danubius Exim este reprezentant oficial si detinator al tuturor avizelor de distributie si service pentru case de marcat si imprimante fiscale marca Datecs incepand din anul 1996. Aceste case de marcat produse de compania bulgara Datecs folosind componente japoneze marca Citizen, s-au remarcat pe piata romaneasca datorita fiabilitatii, eficientei si calitatii ridicate, fiind astazi cea mai populara marca de case de marcat in randul comerciantilor romani.�",Mehedin?i,44.41971,26.06267,0
Danubius,Strada Gheorghe Doja T�rgu Mure?,Car Dealer/Repair,"Danubius Exim este reprezentant oficial si detinator al tuturor avizelor de distributie si service pentru case de marcat si imprimante fiscale marca Datecs incepand din anul 1996. Aceste case de marcat produse de compania bulgara Datecs folosind componente japoneze marca Citizen, s-au remarcat pe piata romaneasca datorita fiabilitatii, eficientei si calitatii ridicate, fiind astazi cea mai populara marca de case de marcat in randul comerciantilor romani.�",Mehedin?i,46.536,24.55559,0
Fundatia Danubius Tulcea,Strada Panselu?elor 540005 T�rgu Mure?,Educational Facility,N/A,Mehedin?i,46.53688,24.56452,0
Danubius,?oseaua Slobozia 087210 Slobozia,Petrol Station,"Danubius Exim este reprezentant oficial si detinator al tuturor avizelor de distributie si service pentru case de marcat si imprimante fiscale marca Datecs incepand din anul 1996. Aceste case de marcat produse de compania bulgara Datecs folosind componente japoneze marca Citizen, s-au remarcat pe piata romaneasca datorita fiabilitatii, eficientei si calitatii ridicate, fiind astazi cea mai populara marca de case de marcat in randul comerciantilor romani.�",Mehedin?i,43.87106,25.92698,0
Danubius,Bulevardul Mihai Viteazu 1 145400 Zimnicea,Hotel,"Danubius Exim este reprezentant oficial si detinator al tuturor avizelor de distributie si service pentru case de marcat si imprimante fiscale marca Datecs incepand din anul 1996. Aceste case de marcat produse de compania bulgara Datecs folosind componente japoneze marca Citizen, s-au remarcat pe piata romaneasca datorita fiabilitatii, eficientei si calitatii ridicate, fiind astazi cea mai populara marca de case de marcat in randul comerciantilor romani.�",Mehedin?i,43.65497,25.36656,0
Danubius Health Spa Resort Bradet,Strada Vulturului 68 545500 Sovata,Hotel,N/A,Mehedin?i,46.60294,25.0901,0
The Danube's Iron Gates.,"Mehedin?i, Romania",Attraction,"The Iron Gates (Romanian: Por?ile de Fier, Serbian: ????????? ??????? / ?erdapska klisura or ???????? ????? / Gvozdena vrata, Bulgarian: ??????? ?????, German: Eisernes Tor, Hungarian: Vaskapu) is a gorge on the river Danube. It forms part of the boundary between Serbia (to the south) and Romania (north). In the broad sense it encompasses a route of 134�km (83�mi); in the narrow sense it only encompasses the last barrier on this route, just beyond the Romanian city of Or?ova, that contains two hydroelectric dams, with two power stations, Iron Gate I Hydroelectric Power Station and Iron Gate II Hydroelectric Power Station.",Mehedin?i,45.5301299,25.5062739,0
Baia de Aram?,Mehedinti,"City, Town or Village","Baia de Aram? is a small Romanian town located in Mehedin?i County, in the historical region of Oltenia, with a population of 5,349. The Brebina River runs through the town. Some Dacian ruins can be found in the town, as well as the 17th century Baia de Aram? Monastery .",Mehedin?i,44.9999,22.81111,0
Strada Baia de Aram?,022204 Bucharest,Street or Square,N/A,Mehedin?i,44.43806,26.16325,0
Prim?ria Baia de Aram?,Strada Republicii 225100 Baia de Aram?,Government or Community Facility,N/A,Mehedin?i,44.99645,22.80741,0
Baia de Arama-E,Bulevardul Basarabia 75 022109 Bucure?ti,Public Transport,"Baia de Aram? is a small Romanian town located in Mehedin?i County, in the historical region of Oltenia, with a population of 5,349. The Brebina River runs through the town. Some Dacian ruins can be found in the town, as well as the 17th century Baia de Aram? Monastery .",Mehedin?i,44.43618,26.1642,0
Prislop Monastery,DJ687K 335500 Ha?eg,Religious Place,N/A,Mehedin?i,45.632703,22.853109,0
Brancoveanu Monastery,507267 S�mb?ta de Sus (S�mbata de Sus),Religious Place,"S�mb?ta de Sus Monastery (Romanian: M?n?stirea S�mb?ta de Sus) is a Romanian Orthodox monastery in S�mb?ta de Sus, Bra?ov County, in the Transylvania region of Romania. Dedicated to the Dormition of the Mother of God, it is also known as the Br�ncoveanu Monastery (M?n?stirea Br�ncoveanu).",Mehedin?i,45.69039,24.79516,0
Curtea de Arges Monastery,115300 Curtea de Arge?,Religious Place,"The Cathedral of Curtea de Arge? (early 16th century) is a Romanian Orthodox cathedral in Curtea de Arge?, Romania. It is located on the grounds of the Curtea de Arge? Monastery, and is dedicated to Dormition of the Mother of God. The building is the seat of the Archdiocese of Arge? and Muscel.",Mehedin?i,45.15678,24.67547,0
Baia de Fier,Gorj,"City, Town or Village","Baia de Fier is a commune in Gorj County, Romania. It is composed of two villages, Baia de Fier and Cern?dia.",Mehedin?i,45.17151,23.7626,0
Spitalul Or??enesc Baia de Aram?,Strada Iulian Predescu 225100 Baia de Aram?,Hospital,N/A,Mehedin?i,44.99797,22.80968,0
Apele Rom�ne Forma?ia Baia de Aram?,Strada Constantin Br�ncoveanu 225100 Baia de Aram?,Government or Community Facility,N/A,Mehedin?i,44.99679,22.81318,0
Baia de Arie? (Baia de Aries),Alba,"City, Town or Village","Baia de Arie? (Hungarian: Aranyosb�nya or Offenb�nya; German: Offenburg) is a town in Alba County, Romania. It administers five villages: Br?ze?ti (Berzesd), Cioara de Sus (Fels?cs�ra), Muncelu (Muncsal), Sart?? (Sz�rtos) and Simule?ti. With a population of 5,065, it was until 2004 a mining centre extracting, mainly for base metals but also arsenopyrite and pyrite-rich concentrate containing gold.",Mehedin?i,46.38204,23.28138,0
Carta Monastery,DJ105D 557070 C�r?a,Sights & Museums,"The C�r?a Monastery /?k?r?a/ is a former Cistercian (Benedictine) monastery in the ?ara F?g?ra?ului region in southern Transylvania in Romania, currently an Evangelical Lutheran church belonging to the local Saxon community. It lies on the left bank of the Olt River, between the cities of Sibiu and F?g?ra?, close to the villages of C�r?a (German Kerz, Hungarian: Kerc) and C�r?i?oara (German: Kleinkerz). The monastery was probably founded in 1202?1206 by monks from Igri? Abbey (daughter house of Pontigny Abbey), and was disbanded in 1494, when the apostolic legate Ursus of Ursinis ratified C�r?a Abbey's attachment to the Provostship nullius of Sibiu. The Cistercian monastery introduced and helped develop French Gothic art in the region.",Mehedin?i,45.785277,24.568428,0
Baia de Aram? Monastery,"Mehedin?i, Romania",Attraction,"Baia de Aram? monastery (Romanian: M?n?stirea Baia de Aram?) is a monastery in Baia de Aram?, Romania, located in the north-west area of Oltenia, in the Mehedin?i Plateau, sheltered by a small depression, surrounded by the Dochiciu, Dealu-Mare and Cornet hills, it communicates through national roads with T�rgu Jiu, Motru, Strehaia and Turnu Severin, but also with the B?ile Herculane and Bala resorts.",Mehedin?i,45.22367083,23.95874808,0
Old City Cafe Lounge & Pub,Pia?a Trandafirilor 540053 T�rgu Mure?,Coffee/Tea,N/A,Mure?,46.54392,24.56057,0
Aeroportul Transilvania T�rgu Mure?,547605 Vidras?u,Airport,N/A,Mure?,46.4672,24.4243,0
T�rgu Mure? Nord,Strada 30 Decembrie 540121 T�rgu Mure?,Railway Station,N/A,Mure?,46.55414,24.56486,0
Gara T�rgu Mure?,Pia?a G?rii T�rgu Mure?,Railway Station,N/A,Mure?,46.53324,24.54948,0
Cinema City,243 T�rgu Mure?,Cinema,N/A,Mure?,46.50969,24.51079,0
Continental,Pia?a Teatrului T�rgu Mure?,Bar/Pub,N/A,Mure?,46.54706,24.56132,0
Mures Mall,Bulevardul Gheorghe Doja T�rgu Mure?,Shopping Centre,N/A,Mure?,46.53978,24.55801,0
Targu Mures Fortress,Bulevardul Cet??ii 540089 T�rgu Mure?,Sights & Museums,N/A,Mure?,46.54846,24.56792,0
Promenada Mall,Strada Gheorghe Doja T�rgu Mure?,Shopping Centre,N/A,Mure?,46.50952,24.51109,0
Synagogue of TG. Mures,Strada Aurel Filimon 23 540035 T�rgu Mure?,Religious Place,N/A,Mure?,46.54535,24.55763,0
City Pharma,Strada Doctor Gheorghe Marinescu T�rgu Mure?,Chemist's,N/A,Mure?,46.5594,24.58134,0
City Plus Pharma,Bulevardul 1848 540422 T�rgu Mure?,Chemist's,N/A,Mure?,46.52834,24.55369,0
Mbo City,T�rgu Mure?,Petrol Station,N/A,Mure?,46.53384,24.57147,0
Cinema City Romania,Strada Gheorghe Doja 243 540052 T�rgu Mure?,Cinema,N/A,Mure?,46.51116,24.51014,0
New York City Pub&Grill,T�rgu Mure?,Restaurant,N/A,Mure?,46.53947,24.55769,0
The old city of T�rgu Mure?,"Mure?, Romania",Attraction,N/A,Mure?,46.53137133,24.54268667,0
Medieval City of Sibiu,Pia?a Mare 12 550163 Sibiu,Sights & Museums,N/A,Mure?,45.79653,24.15249,0
Medieval Cafe Restaurant,Strada Cositorarilor 10 545400 Sighi?oara,Restaurant,N/A,Mure?,46.2191,24.79263,0
Orasul Medieval,Strada Libert??ii 545400 Sighi?oara,Going Out,N/A,Mure?,46.22581,24.79758,0
Cabinet Medical Mens Sana,Strada T�rnavei 35 545400 Sighi?oara,Hospital or Healthcare Facility,N/A,Mure?,46.22296,24.78843,0
The medieval city of Sighi?oara,"Mure?, Romania",Attraction,N/A,Mure?,46.1161,24.6327825,0
Danubius Health Spa Resort Sovata,Strada Vulturului 68 545500 Sovata,Hotel,N/A,Mure?,46.60217,25.08824,0
Danubius Health Spa Resort Bradet,Strada Vulturului 68 545500 Sovata,Hotel,N/A,Mure?,46.60294,25.0901,0
Sovata resort,"Mure?, Romania",Attraction,N/A,Mure?,46.602555,25.08917,0
Prim?ria Reghin,Pia?a Petru Maior 545300 Reghin,Government or Community Facility,N/A,Mure?,46.78148,24.70147,0
Gara Reghin,Strada G?rii 545300 Reghin,Railway Station,N/A,Mure?,46.7805,24.7189,0
Medieval City of Sibiu,Pia?a Mare 12 550163 Sibiu,Sights & Museums,Improve This Listing,Mure?,45.79653,24.15249,0
The city of Reghin,"Mure?, Romania",Attraction,N/A,Mure?,46.45283667,24.52428667,0
The medieval fortified church of Saschiz,"Mure?, Romania",Attraction,N/A,Mure?,0,0,0
C?limani Mountains - Gurghiu Mountains,"Mure?, Romania",Attraction,"The C?limani Mountains (Romanian: Mun?ii C?limani, Hungarian: Kelemen-havasok) are the largest volcanic complex of the Carpathian Mountains in Transylvania, Romania. Geologically they belong to the C?liman-Harghita Mountains group of the Inner Eastern Carpathians.",Mure?,0,0,0
Medieval City of Sibiu,Pia?a Mare 12 550163 Sibiu,Sights & Museums,N/A,Neam?,45.79653,24.15249,0
Gara Piatra Neam?,Piatra Neam?,Railway Station,N/A,Neam?,46.92764,26.3611,0
Shopping City Piatra Neamt,Bulevardul Decebal 79 610039 Piatra Neam?,Shop,N/A,Neam?,46.93612,26.34879,0
Galeria Piatra Neam?,610039 Piatra Neam?,Shopping Centre,N/A,Neam?,46.918536,26.390707,0
Shopping City Piatra Neam?,3 Piatra Neam?,EV Charging Station,N/A,Neam?,46.934249,26.348681,0
Primaria Municipiului Piatra Neamt,Pia?a ?tefan cel Mare 6 610101 Piatra Neam?,Government or Community Facility,The server is temporarily unable to service your request due to maintenance downtime or capacity problems. Please try again later.,Neam?,46.933777,26.368698,0
Central Plaza Hotel,Strada Petrodava 1 Piatra Neam?,Hotel,N/A,Neam?,46.929896,26.363604,0
Shopping City Piatra Neam?,Piatra Neam?,Parking Facility,N/A,Neam?,46.93494,26.34906,0
Cadouri Shopping City Piatra Neamt,Bulevardul Decebal 79 610039 Piatra Neam?,Shopping Centre,N/A,Neam?,46.93612,26.34879,0
Sec?ia Drumuri Na?ionale Piatra-Neam?,Strada Arcului 610058 Piatra Neam?,Government or Community Facility,N/A,Neam?,46.936124,26.342759,0
Casa de Cultura Piatra-Neamt,Bulevardul Decebal 610039 Piatra Neam?,"Theatre, Music & Culture",Urm?ri?i-ne pe,Neam?,46.929697,26.364696,0
Nefertiti,Bulevardul Decebal 610052 Piatra Neam?,Restaurant,"Neferneferuaten Nefertiti (/?n?f?r?ti?ti/[3]) (c. 1370�? c. 1330 BC) was an Egyptian queen and the Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh. Nefertiti and her husband were known for a religious revolution, in which they worshiped one god only, Aten, or the sun disc. With her husband, she reigned at what was arguably the wealthiest period of Ancient Egyptian history.[4] Some scholars believe that Nefertiti ruled briefly as Neferneferuaten after her husband's death and before the accession of Tutankhamun, although this identification is a matter of ongoing debate.[5][6] If Nefertiti did rule as Pharaoh, her reign was marked by the fall of Amarna and relocation of the capital back to the traditional city of Thebes.[7]",Neam?,46.93636,26.35009,0
Kaufland,Piatra Neam?,Food & Drink,Se �ncarc? lista de magazine,Neam?,46.93789,26.37893,0
Cream Outlet Piatra-Neamt,Pia?a ?tefan cel Mare 610016 Piatra Neam?,Shop,N/A,Neam?,46.93107,26.37088,0
Diana,Aleea Cai?ilor 610013 Piatra Neam?,Shop,Deified emperors:,Neam?,46.92912,26.36412,0
Grand Hotel Ceahlau Piatra Neamt,Piatra Neam?,Hotel,N/A,Neam?,46.93162,26.37084,0
NEW YORKER,DN15 610191 Piatra Neam?,Clothing & Accessories,N/A,Neam?,46.91799,26.3896,0
Salon Orhidee,Bulevardul Republicii 610005 Piatra Neam?,Shop,N/A,Neam?,46.92953,26.36382,0
"The city of Piatra Neam?, with its medieval square and ski facilities;","Neam?, Romania",Attraction,"Piatra Neam? (Romanian pronunciation:�[?pjatra ?ne?amt?s]), German: Kreuzburg an der Bistritz, Hungarian: Kar�csonk?) is the capital city of Neam? County, in the historical region of Moldavia, eastern Romania. Because of its privileged location in the Eastern Carpathian mountains, it is considered one of the most picturesque cities in Romania. The Nord-Est Regional Development Agency is located in Piatra Neam?.",Neam?,46.86817828,26.24042528,0
Cinema City Romania,Strada Gheorghe Doja 243 540052 T�rgu Mure?,Cinema,N/A,Neam?,46.51116,24.51014,0
Cinema City Romania,Strada Ferdinand 38 240571 R�mnicu V�lcea,Cinema,N/A,Neam?,45.10999,24.3786,0
Casa Rom�neasca Shopping City,Strada Ferdinand 38 240571 R�mnicu V�lcea,Snacks/Fast food,N/A,Neam?,45.10999,24.3786,0
Cinema City Romania,Pite?ti,Cinema,N/A,Neam?,44.86641,24.88391,0
The city of Roman,"Neam?, Romania",Attraction,,Neam?,45.3993875,24.5378125,0
Varatec Monastery,Strada Schimbarea La Fa?? 617013 Agapia,Religious Place,N/A,Neam?,47.139602,26.269447,0
Agapia Monastery,"Neam?, Romania",Attraction,"The Agapia Monastery (Romanian: M?n?stirea Agapia) is a Romanian Orthodox nunnery located 9�km west of T�rgu Neam?, in the commune of Agapia, Neam? County. It was built between 1641 and 1643 by Romanian hetman Gavriil Coci, brother of Vasile Lupu. The church, restored and modified several times during the centuries was painted by Nicolae Grigorescu, between 1858 and 1861.[2][3] It is one of the largest nunneries in Romania, having 300?400 nuns and ranking second place in population after V?ratec Monastery.",Neam?,47.139602,26.269447,0
Bistrita Monastery,Strada Valea Mare 617508 Alexandru cel Bun,Religious Place,"The Bistri?a Monastery (Romanian: M?n?stirea Bistri?a, pronounced�[?bistrit?sa] (listen)) is a Romanian Orthodox monastery located 8�km west of Piatra Neam?. It was dedicated in 1402, having as original ctitor the Moldavian Voivode Alexandru cel Bun whose remains are buried here.",Neam?,46.95764,26.28795,0
Bistri?a Monastery,"Neam?, Romania",Attraction,"The Bistri?a Monastery (Romanian: M?n?stirea Bistri?a, pronounced�[?bistrit?sa] (listen)) is a Romanian Orthodox monastery located 8�km west of Piatra Neam?. It was dedicated in 1402, having as original ctitor the Moldavian Voivode Alexandru cel Bun whose remains are buried here.",Neam?,46.95764,26.28795,0
Dur?u Monastery,"Neam?, Romania",Attraction,N/A,Neam?,0,0,0
