NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
"Poliția Băilești","Strada Dreptății 205100 Băilești","Police Station","N/A","Dolj",44.01258,23.34764,0
"Băileşti","Strada Ana Ipătescu 205100 Băilești","Railway Station","N/A","Dolj",44.03292,23.34903,0
"Primăria Bălești","Strada G-Ral Popescu Gicu 627015 Bălești","Government or Community Facility","N/A","Dolj",45.43976,27.23364,0
"Spitalul Băilești","Strada Victoriei 205100 Băilești","Hospital","N/A","Dolj",44.02927,23.35013,0
"Judecatoria Băilești","Strada Victoriei 205100 Băilești","Government or Community Facility","N/A","Dolj",44.02731,23.34902,0
"Muzeul Campiei Băileștilor","Strada Victoriei 205100 Băilești","Museum","N/A","Dolj",44.02101,23.34429,0
"The city of Băilești.","Dolj, Romania","Attraction","N/A","Dolj",44.200162500000005,23.83260125,0
"Shopping City Galați","Galați","Shopping Centre","N/A","Galați",45.45228,28.03132,0
"Cinema City Galati","Bulevardul George Coșbuc 800506 Galați","Cinema","N/A","Galați",45.45069,28.03489,0
"City Slot Galati","Strada Domnească 17 800008 Galați","Going Out","N/A","Galați",45.4353,28.05525,0
"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Galați",45.79653,24.15249,0
"Atmosphere Galati Shopping City","Galați","Shopping Centre","N/A","Galați",45.45162,28.0321,0
"Faleza Dunării Galați","Bulevardul Marea Unire Galați","Sights & Museums","N/A","Galați",45.42407,28.04327,0
"Autogara Galați Sud","Strada Ana Ipătescu Galați","Public Transport","N/A","Galați",45.44224,28.05962,0
"Galaţi","Strada Gării 1 Galați","Railway Station","N/A","Galați",45.444452,28.060084,0
"Arcelor Mittal Galați","Galați","Outdoor Area/Complex","N/A","Galați",45.441,27.98836,0
"The city of Galați.","Galați, Romania","Attraction","N/A","Galați",45.48202022222222,27.606375999999997,0
"cake near Brateș, Romania","N/A","undefined","N/A","Galați",45.83383,26.07206,0
"cake near Brateș, Tarcău, Romania","N/A","undefined","N/A","Galați",46.80128,26.14721,0
"cake near Brateșul, Bala, Romania","N/A","undefined","N/A","Galați",44.90538,22.82126,0
"Lake Brateș.","Galați, Romania","Attraction","N/A","Galați",45.846830000000004,25.01351,0
"Primăria Tecuci","Strada 1 Decembrie 1918 805300 Tecuci","Government or Community Facility","N/A","Galați",45.843996,27.430682,0
"Gara Tecuci","Strada Mihail Kogălniceanu 805300 Tecuci","Railway Station","N/A","Galați",45.83541,27.42361,0
"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Galați",45.79653,24.15249,0
"The city of Tecuci.","Galați, Romania","Attraction","N/A","Galați",45.825312,26.335594,0
"The Clock Tower, made by Turks when the Giurgiu was raia","Giurgiu, Romania","Attraction","N/A","Giurgiu",0,0,0
"Historical Museum Isperih","Ulitsa Tsar Osvoboditel 7400 Isperih Bulgaria","Sights & Museums","N/A","Giurgiu",43.70993,26.82596,0
"The Historical Museum","Giurgiu, Romania","Attraction","N/A","Giurgiu",43.70993,26.82596,0
"The theatre Valah","Giurgiu, Romania","Attraction","N/A","Giurgiu",0,0,0
"The first bridge built in angel from Europe, over the Canalul Sf Gheorghe and Canalul Plantelor, with a specific construction over 100 years old; near this bridge is a new one from 2007","Giurgiu, Romania","Attraction","N/A","Giurgiu",0,0,0
"Sunset Over Danube","Ulitsa Batak 3 Ruse Bulgaria","Hotel","N/A","Giurgiu",43.85004,25.94842,0
"The Bridge of Friendship over the Danube between Giurgiu, Romania and Rousse, Bulgaria","Giurgiu, Romania","Attraction","N/A","Giurgiu",43.85004,25.94842,0
"The churches painted by important painters like Grigorescu","Giurgiu, Romania","Attraction","N/A","Giurgiu",0,0,0
"The fluvial station on the Danube river Port Giurgiu","Giurgiu, Romania","Attraction","N/A","Giurgiu",0,0,0
"The street Str. Garii filled with markets","Giurgiu, Romania","Attraction","N/A","Giurgiu",0,0,0
"The beautiful parks from town where many statues and fountains can be found","Giurgiu, Romania","Attraction","N/A","Giurgiu",0,0,0
"Fishing along the Danube","Giurgiu, Romania","Attraction","N/A","Giurgiu",0,0,0
"Strada Călugăreni","110194 Pitesti","Street or Square","N/A","Giurgiu",44.84792,24.88967,0
"Strada Călugăreni","410065 Oradea","Street or Square","N/A","Giurgiu",47.07713,21.91284,0
"Aleea Călugăreni","105402 Breaza","Street or Square","N/A","Giurgiu",45.18727,25.66419,0
"Strada Călugăreni","810311 Braila","Street or Square","N/A","Giurgiu",45.24816,27.93913,0
"Strada Călugăreni","705200 Pașcani","Street or Square","N/A","Giurgiu",47.24043,26.71658,0
"Aleea Călugăreni","710253 Botosani","Street or Square","N/A","Giurgiu",47.74526,26.67544,0
"Strada Călugăreni","207060 Bechet","Street or Square","N/A","Giurgiu",43.786,23.96269,0
"The Călugăreni area","Giurgiu, Romania","Attraction","N/A","Giurgiu",45.87602428571429,25.39436285714286,0
"The monasteries from Giurgiu, Comana","Giurgiu, Romania","Attraction","N/A","Giurgiu",0,0,0
"The city and the area around Târgu Jiu:","Gorj, Romania","Attraction","N/A","Gorj",0,0,0
"The Brâncuși monuments;","Gorj, Romania","Attraction","N/A","Gorj",0,0,0
"The Tismana Monastery.","Gorj, Romania","Attraction","N/A","Gorj",0,0,0
"The Parâng Mountains.","Gorj, Romania","Attraction","N/A","Gorj",0,0,0
"Polovragi Monastery","217365 Polovragi","Sights & Museums","N/A","Gorj",45.19273,23.78892,0
"The Polovragi Monastery.","Gorj, Romania","Attraction","N/A","Gorj",45.19273,23.78892,0
"The cities of Miercurea Ciuc, Odorheiu Secuiesc, Gheorgheni, Toplița.","Harghita, Romania","Attraction","N/A","Harghita",0,0,0
"Mountain Steak - Oficial","Strada Lacu Roșu 535502 Gheorgheni","Restaurant","N/A","Harghita",46.78727,25.788,0
"The mountain resorts of","Harghita, Romania","Attraction","N/A","Harghita",46.78727,25.788,0
"Băile Tușnad","Harghita","City, Town or Village","N/A","Harghita",46.14142,25.85778,0
"Strada Băile Tușnad","535100 Băile Tușnad","Street or Square","N/A","Harghita",46.14476,25.85925,0
"Băile Tuşnad Hm.","Strada Gării 535100 Băile Tușnad","Railway Station","N/A","Harghita",46.15071,25.86046,0
"Primăria Bâile Tușnad","DN12 535100 Băile Tușnad","Government or Community Facility","N/A","Harghita",46.14931,25.8596,0
"Székely Fogadó, Tusnádfürdő","Strada Oltului 57 535100 Băile Tușnad","Restaurant","N/A","Harghita",46.15112,25.86261,0
"Oficiul Poștal Băile Tușnad","535100 Băile Tușnad","Post Office","N/A","Harghita",46.14966,25.86022,0
"Poliția Bâile Tușnad","DN12 535100 Băile Tușnad","Police Station","N/A","Harghita",46.14613,25.85941,0
"Tușnad","Strada Băile Tușnad 8 535100 Băile Tușnad","Hotel","N/A","Harghita",46.144554,25.859294,0
"Tusnad Hotel","Aleea Sfânta Ana 18 535100 Băile Tușnad","Hotel","N/A","Harghita",46.14376,25.85951,0
"Apor Pizza Tusnad","Strada Oltului 124 535100 Băile Tușnad","Restaurant","N/A","Harghita",46.14368,25.85848,0
"Manyi Villa Tusnádfürdőn","Strada Oltului 535100 Băile Tușnad","Hotel","N/A","Harghita",46.14763,25.85897,0
"Băile Tușnad","Harghita, Romania","Attraction","N/A","Harghita",46.14661218181818,25.859598545454546,0
"Borsec","Harghita","City, Town or Village","N/A","Harghita",46.96433,25.56143,0
"Borsec","Strada Depozitelor 100300 Ploiești","Shop","N/A","Harghita",44.94473,25.9887,0
"Borsec","Strada Carpați Borsec","Kiosk/24-7/Convenience Store","N/A","Harghita",46.97035,25.55846,0
"Primăria","Strada Carpați 535300 Borsec","Government or Community Facility","N/A","Harghita",46.96534,25.56071,0
"Borsec - Borszék","Strada 7 Izvoare Borsec","Sport Facility/Venue","N/A","Harghita",46.97253,25.56083,0
"Poliția","Strada Izvorului 535300 Borsec","Police Station","N/A","Harghita",46.9726,25.55974,0
"Ocolul Silvic Borsec","Strada Topliței Borsec","Government or Community Facility","N/A","Harghita",46.96056,25.54416,0
"Vila Borsec","Strada Carpați 115 Borsec","Hotel","N/A","Harghita",46.97709,25.57023,0
"Baia O-Saros Borsec","Strada Uzinei 1 535600 Odorheiu Secuiesc","Business & Services","N/A","Harghita",46.30711,25.29836,0
"Aleea Borsec","551094 Mediaș","Street or Square","N/A","Harghita",46.16938,24.33596,0
"Vila Sport Borsec","Strada Tudor Vladimirescu 535300 Borsec","Hotel","N/A","Harghita",46.97268,25.56328,0
"Borsec Bernstein","Bulevardul 7 Izvoare 535300 Borsec","Hotel","N/A","Harghita",46.97675,25.57273,0
"Villa Bella Borsec","Strada Primăverii 13 535300 Borsec","Hotel","N/A","Harghita",46.9724,25.57088,0
"Aleea Borsec","400408 Cluj-Napoca","Street or Square","N/A","Harghita",46.76893,23.62231,0
"Borsec","Harghita, Romania","Attraction","N/A","Harghita",46.70677,25.347698571428573,0
"Lacul Roșu","Sulina","Body of Water","N/A","Harghita",45.054112,29.571849,0
"Lacul Roșuleț","Sulina","Body of Water","N/A","Harghita",45.071769,29.613473,0
"Lacu Roșu","Gheorgheni","Administrative Region","N/A","Harghita",46.79318,25.79501,0
"Strada Lacul Roșu","400614 Cluj-Napoca","Street or Square","N/A","Harghita",46.78104,23.61001,0
"Lacul Roșu","Strada Lacul Roșu 410451 Oradea","Coffee/Tea","N/A","Harghita",47.07431,21.9273,0
"Mânăstirea Lacul Roșu","Strada Bicăjel 617060 Bicaz-Chei","Religious Place","N/A","Harghita",46.79572,25.8066,0
"Bulevardul Lacul Tei","023571 Bucharest","Street or Square","N/A","Harghita",44.45992,26.11392,0
"Strada Lacul Roșu","410065 Oradea","Street or Square","N/A","Harghita",47.07446,21.92725,0
"Strada Lacul Binder","550099 Sibiu","Street or Square","N/A","Harghita",45.81048,24.13264,0
"Strada Lacul Morii","060941 Bucharest","Street or Square","N/A","Harghita",44.45093,26.02635,0
"Aleea Lacul Morii","030171 Bucharest","Street or Square","N/A","Harghita",44.44786,26.02084,0
"Strada Lacul Bucura","051521 Bucharest","Street or Square","N/A","Harghita",44.39417,26.07865,0
"Bulevardul Lacu Roșu","535500 Gheorgheni","Street or Square","N/A","Harghita",46.7266,25.61659,0
"Lacul Roșu","Harghita, Romania","Attraction","N/A","Harghita",45.76419623076923,25.556960153846152,0
"Izvoru Mureșului","Voșlăbeni","Administrative Region","N/A","Harghita",46.62271,25.68646,0
"Manastirea Izvorul Muresului","DN12 537356 Voșlăbeni","Religious Place","N/A","Harghita",46.61996,25.70161,0
"Izvoru Mureşului Hm.","Romania","Railway Station","N/A","Harghita",46.626717,25.716691,0
"Strada Izvorul Mureșului","Bucharest","Street or Square","N/A","Harghita",44.38648,26.10688,0
"Strada Izvorul Crișului (Strada Izvorul Crisului)","Bucharest","Street or Square","N/A","Harghita",44.38501,26.10518,0
"Pensiunea Maria Izvorul Muresului","DN12 537356 Voșlăbeni","Hotel","N/A","Harghita",46.61962,25.69449,0
"Poliția Izvoru Mureșului","DN12 537356 Voșlăbeni","Police Station","N/A","Harghita",46.62342,25.71463,0
"Strada Izvorul Crișului","Bucharest","Junction","N/A","Harghita",44.38468,26.10732,0
"Strada Izvorul Crișului","040906 Bucharest","Junction","N/A","Harghita",44.38373,26.10699,0
"Complexul Sportiv Izvoru Muresului","Voșlăbeni","Camping","N/A","Harghita",46.625555,25.715351,0
"Izvorul Mureşului","Harghita, Romania","Attraction","N/A","Harghita",45.727788200000006,25.865560199999997,0
"Harghita-Băi","Miercurea Ciuc","Administrative Region","N/A","Harghita",46.38488,25.63778,0
"Băile Tușnad","Harghita","City, Town or Village","N/A","Harghita",46.14142,25.85778,0
"Băile Homorod","Vlăhița","Administrative Region","N/A","Harghita",46.35081,25.46789,0
"Harghita","Romania","Administrative Region","N/A","Harghita",46.36405,25.80629,0
"Băile Chirui","Lueta","Administrative Region","N/A","Harghita",46.29767,25.57949,0
"Sântimbru-Băi","Sântimbru","Administrative Region","N/A","Harghita",46.27167,25.7578,0
"Jigodin-Băi","Miercurea Ciuc","Administrative Region","N/A","Harghita",46.34029,25.79766,0
"Strada Băilor","530143 Miercurea Ciuc","Street or Square","N/A","Harghita",46.33981,25.77355,0
"Strada Băilor","535400 Cristuru Secuiesc","Street or Square","N/A","Harghita",46.28945,25.02787,0
"Strada Băile Tușnad","535100 Băile Tușnad","Street or Square","N/A","Harghita",46.14476,25.85925,0
"Strada Băii","535500 Gheorgheni","Street or Square","N/A","Harghita",46.72003,25.59854,0
"Strada Jigodin-Băi","530211 Miercurea Ciuc","Street or Square","N/A","Harghita",46.33146,25.81286,0
"Strada Băii Sărate","535600 Odorheiu Secuiesc","Street or Square","N/A","Harghita",46.2955,25.28551,0
"Strada Harghita","530152 Miercurea Ciuc","Street or Square","N/A","Harghita",46.36521,25.78556,0
"Harghita Băi","Harghita, Romania","Attraction","N/A","Harghita",46.33121499999999,25.64627357142857,0
"Lake Sfânta Ana (crater lake)","Harghita, Romania","Attraction","N/A","Harghita",0,0,0
"DACIA near Orăștie, Romania","N/A","undefined","N/A","Hunedoara",45.83667,23.19482,0
"The Dacian Fortresses of the Orăștie Mountains - nowadays part of UNESCO World Heritage.","Hunedoara, Romania","Attraction","N/A","Hunedoara",45.83667,23.19482,0
"Colonia Augusta Ulpia Traiana Dacica Sarmizegetusa - the capital of the Roman province of Dacia.","Hunedoara, Romania","Attraction","N/A","Hunedoara",0,0,0
"The medieval edifices of Densuș, Deva, Hunedoara, Santămaria-Orlea, Strei.","Hunedoara, Romania","Attraction","N/A","Hunedoara",0,0,0
"Cabinet Medical","Strada Ștefan Octavian Iosif 332021 Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.413693,23.375832,0
"Cabinet Medical","Strada 1 Decembrie 1918 Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.42023,23.36839,0
"Cabinet Medical","Strada Nicolae Titulescu 336200 Vulcan","Hospital or Healthcare Facility","N/A","Hunedoara",45.37643,23.29329,0
"Dispensar Medical","Strada Eroilor Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.42465,23.36856,0
"Centrul Medical de Nefrologie si Dializa","Strada Nicolae Titulescu Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.40848,23.37593,0
"Cabinet Medical","Strada Unirii 332091 Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.39925,23.37481,0
"Centrul Medical Udrea-Ionascu","Aleea Poporului 332024 Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.41526,23.37306,0
"Centrul Medical Urosan","Strada Hunedoara Târgu Mureș","Hospital or Healthcare Facility","N/A","Hunedoara",46.52248,24.53883,0
"Cabinet Medical Iakab Luminita","Strada Constructorului 332045 Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.42402,23.36991,0
"Centrul Medical","Strada 1 Iunie 332091 Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.39791,23.37393,0
"Cabinet Medical Sink Angelica","332025 Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.41553,23.37098,0
"Centrul Medical Dr. Gârleanu","Strada 1 Decembrie 1918 332012 Petroșani","Hospital or Healthcare Facility","N/A","Hunedoara",45.422059,23.368251,0
"The Medieval Castle from Hunedoara","Hunedoara, Romania","Attraction","N/A","Hunedoara",45.503332666666665,23.46264775,0
"The Medieval Guard Tower from Crivadia","Hunedoara, Romania","Attraction","N/A","Hunedoara",0,0,0
"City Club - Fitness Slobozia","Bulevardul Chimiei 10 920036 Slobozia","Sport Facility/Venue","N/A","Ialomița",44.55983,27.36118,0
"Primăria Slobozia","Strada Episcopiei 1 920023 Slobozia","Government or Community Facility","N/A","Ialomița",44.562947,27.359697,0
"Primăria Slobozia","087210 Slobozia","Government or Community Facility","N/A","Ialomița",43.85712,25.91065,0
"Primăria Slobozia Moară","Șoseaua Morii 137420 Slobozia Moară","Government or Community Facility","N/A","Ialomița",44.59962,25.72636,0
"The city of Slobozia.","Ialomița, Romania","Attraction","N/A","Ialomița",44.39487925,26.58947175,0
"City of Iași and its environs (the Seven hills of Iași);","Iași, Romania","Attraction","N/A","Iași",0,0,0
"Muzeul Memorial Alexandru Ioan Cuza din Ruginoasa-Official","DN28A Ruginoasa","Museum","N/A","Iași",47.24275,26.84549,0
"Muzeul Memorial Alexandru Ioan Cuza din Ruginoasa-Official","DN28A 707420 Ruginoasa","Sights & Museums","N/A","Iași",47.242681,26.845386,0
"police near Alexandru Ioan Cuza, Moldova","N/A","undefined","N/A","Iași",45.59885,28.45063,0
"Alexandru Ioan Cuza Memorial Palace in Ruginoasa;","Iași, Romania","Attraction","N/A","Iași",46.694760333333335,27.380502000000003,0
"Cucuteni - Neolithic archeological site;","Iași, Romania","Attraction","N/A","Iași",0,0,0
"Cotnari and Bohotin vineyards;","Iași, Romania","Attraction","N/A","Iași",0,0,0
"Museum of Vineyard and Wine in Hârlău;","Iași, Romania","Attraction","N/A","Iași",0,0,0
"Hadâmbu and Dobrovăț Monasteries;","Iași, Romania","Attraction","N/A","Iași",0,0,0
"Miclăușeni Castle and Monastery;","Iași, Romania","Attraction","N/A","Iași",0,0,0
"Vasile Alecsandri Memorial House in Mircești;","Iași, Romania","Attraction","N/A","Iași",0,0,0
"Bulevardul Constantin Negruzzi","Kishinev Moldova","Street or Square","N/A","Iași",47.01362,28.85103,0
"Strada Constantin Negruzzi","Balti Moldova","Street or Square","N/A","Iași",47.78363,27.9209,0
"Strada Constantin Negruzzi","910014 Calarasi","Street or Square","N/A","Iași",44.18345,27.35855,0
"Strada Constantin Negruzzi","207068 Bistreț","Street or Square","N/A","Iași",43.89499,23.55152,0
"Strada Constantin Negruzzi","Orhei Moldova","Street or Square","N/A","Iași",47.38635,28.82334,0
"Strada Constantin Negruzzi","Cahul Moldova","Street or Square","N/A","Iași",45.91179,28.19795,0
"Strada Constantin Negruzzi","Ungheni Moldova","Street or Square","N/A","Iași",47.23688,27.7776,0
"Strada Constantin Negruzzi","Colibași Moldova","Street or Square","N/A","Iași",45.70527,28.17491,0
"Strada Constantin Negruzzi","Crihana Veche Moldova","Street or Square","N/A","Iași",45.83885,28.20311,0
"Strada Constantin Negruzzi","Ialoveni Moldova","Street or Square","N/A","Iași",46.95647,28.7608,0
"Strada Constantin Negruzzi","Manta Moldova","Street or Square","N/A","Iași",45.8097,28.17772,0
"Pasajul Constantin Negruzzi","Balti Moldova","Street or Square","N/A","Iași",47.78891,27.93248,0
"Strada Constantin Negruzzi","Drochia Moldova","Street or Square","N/A","Iași",48.0435,27.79895,0
"Strada Constantin Negruzzi","Cupcini Moldova","Street or Square","N/A","Iași",48.11106,27.38354,0
"Strada Constantin Negruzzi","Dondușeni Moldova","Street or Square","N/A","Iași",48.23513,27.60282,0
"Stradela Constantin Negruzzi","Drochia Moldova","Street or Square","N/A","Iași",48.04368,27.79766,0
"Strada Constantin Negruzzi","Dondușeni Sat Moldova","Street or Square","N/A","Iași",48.23399,27.60102,0
"Stradela Constantin Negruzzi","Lipcani Moldova","Street or Square","N/A","Iași",48.26506,26.80796,0
"Strada Constantin Negruzzi","Hulboaca Moldova","Street or Square","N/A","Iași",47.11681,28.80105,0
"Constantin Negruzzi Museum in Hermeziu;","Iași, Romania","Attraction","N/A","Iași",46.92416526315789,27.764363684210526,0
"Muzeul Memorial Cezar Petrescu","Strada Tudor Vladimirescu 105500 Bușteni","Museum","N/A","Iași",45.42294,25.54768,0
"Scoala Cezar Petrescu","Strada Scolii 105500 Bușteni","Educational Facility","N/A","Iași",45.410106,25.529234,0
"Strada Cezar Petrescu","Pitesti","Street or Square","N/A","Iași",44.86936,24.85516,0
"Strada Cezar Petrescu","Cluj-Napoca","Street or Square","N/A","Iași",46.74664,23.56724,0
"Strada Cezar Petrescu","105500 Bușteni","Street or Square","N/A","Iași",45.4218,25.54553,0
"Aleea Cezar Petrescu","110090 Pitesti","Street or Square","N/A","Iași",44.87024,24.85327,0
"Libraria Cezar Petrescu","Roman Musat Bulevardul 611022 Roman","Library","N/A","Iași",46.92609,26.92897,0
"Strada Cezar Petrescu","Targu Jiu","Street or Square","N/A","Iași",45.0405,23.25431,0
"Strada Cezar Petrescu","810062 Braila","Street or Square","N/A","Iași",45.29625,27.97367,0
"Strada Cezar Petrescu","611129 Roman","Street or Square","N/A","Iași",46.931,26.93554,0
"Piata Cezar Petrescu","Strada Cezar Petrescu Brăila","Food & Drink","N/A","Iași",45.29574,27.9713,0
"Strada Cezar Petrescu","705100 Hârlău","Street or Square","N/A","Iași",47.41949,26.92912,0
"Strada Cezar Petrescu","307160 Dumbrăvița","Street or Square","N/A","Iași",45.80233,21.23772,0
"Cezar Petrescu Museum in Cotnari;","Iași, Romania","Attraction","N/A","Iași",45.804037384615384,25.471441846153848,0
"The House Of Burger","Târgu Jiu","Restaurant","N/A","Iași",45.03723,23.27877,0
"Out Of Room","Strada Victoriei 210166 Târgu Jiu","Landmark/Attraction","N/A","Iași",45.038183,23.270854,0
"Oficiul Pentru Studii Pedologice și Agrochimice","Strada Localitate Componentă Drăgoieni 210002 Târgu Jiu","Government or Community Facility","N/A","Iași",45.03992,23.31892,0
"Island Of Leather","Târgu Jiu","Clothing & Accessories","N/A","Iași",45.02545,23.26566,0
"B.Eat","Piața Trandafirilor 52 540053 Târgu Mureș (Târgu Mures)","Restaurant","N/A","Iași",46.54514,24.56252,0
"City of Pașcani, and towns of Târgu Frumos and Hârlău;","Iași, Romania","Attraction","N/A","Iași",45.3371846,23.5393448,0
"Strunga health resort.","Iași, Romania","Attraction","N/A","Iași",0,0,0
"Snagov Monastery","077165 Snagov","Sights & Museums","N/A","Ilfov",44.72937,26.17509,0
"The Snagov Monastery","Ilfov, Romania","Attraction","N/A","Ilfov",44.72937,26.17509,0
"Cernica Monastery","Șoseaua Cernica 077145 Pantelimon","Religious Place","N/A","Ilfov",44.44677,26.21715,0
"The Cernica Monastery","Ilfov, Romania","Attraction","N/A","Ilfov",44.44677,26.21715,0
"police near Mogoșoaia, Romania","N/A","undefined","N/A","Ilfov",44.52473,26.00433,0
"Mogosoaia Palace","077135 Mogoșoaia","Sights & Museums","N/A","Ilfov",44.527776,25.993125,0
"The Mogoșoaia Palace","Ilfov, Romania","Attraction","N/A","Ilfov",44.526253,25.9987275,0
"The Căldărușani Monastery","Ilfov, Romania","Attraction","N/A","Ilfov",0,0,0
"The Ghica family palace in Moara Vlăsiei","Ilfov, Romania","Attraction","N/A","Ilfov",0,0,0
"Strada Știrbei Vodă","070000 Buftea","Street or Square","N/A","Ilfov",44.56203,25.94068,0
"Poliția Buftea","Strada Știrbei Vodă 070000 Buftea","Police Station","N/A","Ilfov",44.5595,25.94639,0
"Judecătoria Buftea","Strada Știrbei Vodă 070000 Buftea","Government or Community Facility","N/A","Ilfov",44.56105,25.94244,0
"Tribunalul Buftea","Strada Știrbei Vodă 070000 Buftea","Government or Community Facility","N/A","Ilfov",44.56105,25.94244,0
"The Știrbei Palace in Buftea","Ilfov, Romania","Attraction","N/A","Ilfov",44.5609075,25.9429875,0
"The cities of Baia Mare and Sighetu Marmației.","Maramureș, Romania","Attraction","N/A","Maramureș",0,0,0
"The villages on the Iza, Mara, and Vișeu Valleys.","Maramureș, Romania","Attraction","N/A","Maramureș",0,0,0
"Wooden Churches of Maramures","DN18 437136 Desești","Landmark/Attraction","N/A","Maramureș",47.78449,23.88833,0
"Wooden Churches of Maramures","Strada Mihail Kogălniceanu 435700 Vișeul de Sus","Religious Place","N/A","Maramureș",47.70311,24.43948,0
"The Wooden churches of Maramureș","Maramureș, Romania","Attraction","N/A","Maramureș",47.7438,24.163905,0
"The Wooden churches of Lăpuș","Maramureș, Romania","Attraction","N/A","Maramureș",0,0,0
"Wooden Churches of Maramures","DN18 437136 Desești","Landmark/Attraction","N/A","Maramureș",47.78449,23.88833,0
"Wooden Churches of Maramures","Strada Mihail Kogălniceanu 435700 Vișeul de Sus","Religious Place","N/A","Maramureș",47.70311,24.43948,0
"The Wooden churches of Chioar","Maramureș, Romania","Attraction","N/A","Maramureș",47.7438,24.163905,0
"Ferry near Săpânța, Romania","N/A","undefined","N/A","Maramureș",47.97452,23.7028,0
"The Merry Cemetery of Săpânța","Maramureș, Romania","Attraction","N/A","Maramureș",47.97452,23.7028,0
"The Rodna Mountains.","Maramureș, Romania","Attraction","N/A","Maramureș",0,0,0
"The landscape of Cavnic.","Maramureș, Romania","Attraction","N/A","Maramureș",0,0,0
"The city of Drobeta-Turnu Severin - the ruins of Trajan's first bridge over the Danube","Mehedinți, Romania","Attraction","N/A","Mehedinți",0,0,0
"Primăria Orșova","Bulevardul 1 Decembrie 1918 225200 Orșova","Government or Community Facility","N/A","Mehedinți",44.72295,22.39867,0
"Mânăstirea Sf. Ana","Strada Pamfil Șeicaru 225200 Orșova","Religious Place","N/A","Mehedinți",44.71175,22.39731,0
"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Mehedinți",45.79653,24.15249,0
"Gara Orșova","DN6 225200 Orșova","Railway Station","N/A","Mehedinți",44.7306,22.41599,0
"Parchetul Orșova","Strada Porțile de Fier 225200 Orșova","Government or Community Facility","N/A","Mehedinți",44.71992,22.39719,0
"Poliția Orșova","Strada Porțile de Fier 225200 Orșova","Police Station","N/A","Mehedinți",44.72687,22.39743,0
"The city of Orșova.","Mehedinți, Romania","Attraction","N/A","Mehedinți",44.90143666666666,22.69318,0
"The Mehedinți Mountains.","Mehedinți, Romania","Attraction","N/A","Mehedinți",0,0,0
"Daneș","Mureș","City, Town or Village","N/A","Mehedinți",46.22164,24.70247,0
"Hotel Danubius Sovata","Strada Trandafirilor Sovata","Hotel","N/A","Mehedinți",46.602259,25.086269,0
"Danubius","900001 Constanța","Hotel","N/A","Mehedinți",44.25367,28.61934,0
"Danubius Health Spa Resort Sovata","Strada Vulturului 68 545500 Sovata","Hotel","N/A","Mehedinți",46.60217,25.08824,0
"Danubius","Calea 13 Septembrie 050734 București","Shop","N/A","Mehedinți",44.41971,26.06267,0
"Danubius","Strada Gheorghe Doja Târgu Mureș","Car Dealer/Repair","N/A","Mehedinți",46.536,24.55559,0
"Fundatia Danubius Tulcea","Strada Panseluțelor 540005 Târgu Mureș","Educational Facility","N/A","Mehedinți",46.53688,24.56452,0
"Danubius","Șoseaua Slobozia 087210 Slobozia","Petrol Station","N/A","Mehedinți",43.87106,25.92698,0
"Danubius","Bulevardul Mihai Viteazu 1 145400 Zimnicea","Hotel","N/A","Mehedinți",43.65497,25.36656,0
"Danubius Health Spa Resort Bradet","Strada Vulturului 68 545500 Sovata","Hotel","N/A","Mehedinți",46.60294,25.0901,0
"The Danube's Iron Gates.","Mehedinți, Romania","Attraction","N/A","Mehedinți",45.5301299,25.506273900000004,0
"Baia de Aramă","Mehedinti","City, Town or Village","N/A","Mehedinți",44.9999,22.81111,0
"Strada Baia de Aramă","022204 Bucharest","Street or Square","N/A","Mehedinți",44.43806,26.16325,0
"Primăria Baia de Aramă","Strada Republicii 225100 Baia de Aramă","Government or Community Facility","N/A","Mehedinți",44.99645,22.80741,0
"Baia de Arama-E","Bulevardul Basarabia 75 022109 București","Public Transport","N/A","Mehedinți",44.43618,26.1642,0
"Prislop Monastery","DJ687K 335500 Hațeg","Religious Place","N/A","Mehedinți",45.632703,22.853109,0
"Brancoveanu Monastery","507267 Sâmbăta de Sus (Sâmbata de Sus)","Religious Place","N/A","Mehedinți",45.69039,24.79516,0
"Curtea de Arges Monastery","115300 Curtea de Argeș","Religious Place","N/A","Mehedinți",45.15678,24.67547,0
"Baia de Fier","Gorj","City, Town or Village","N/A","Mehedinți",45.17151,23.7626,0
"Spitalul Orășenesc Baia de Aramă","Strada Iulian Predescu 225100 Baia de Aramă","Hospital","N/A","Mehedinți",44.99797,22.80968,0
